Date,Time,Club,Club Head Speed (mph),Ball Speed (mph),Launch Angle (deg),Launch Direction (deg),Total Spin (rpm),Carry Distance (yd),Total Distance (yd),Smash Factor,Accuracy (yd),Peak Height (yd)
"2024-02-11","12:19:11","3H","87.2","121.5","21.2","0.1","5436","169.6","169.6","1.395","10.3","109.6"
"2024-05-02","10:59:59","GW","73.7","84.8","46.6","8.7","8560","107.3","106.6","1.152","2.3","82.0"
"2024-07-16","17:41:51","4H","87.2","118.2","20.8","3.4","5034","159.1","165.6","1.355","9.2","93.8"
"2024-01-08","11:45:56","PW","76.3","94.9","44.0","-4.4","7879","128.2","130.4","1.244","6.3","72.5"
"2024-01-22","15:28:12","LW","65.9","73.2","50.3","-8.6","9617","78.7","87.4","1.111","-15.6","61.8"
"2024-09-28","06:09:47","2H","96.2","132.5","14.6","8.1","4982","196.1","199.9","1.377","11.9","107.7"
"2024-04-15","16:26:46","9H","84.0","110.8","19.3","14.7","4738","138.8","143.7","1.320","7.0","101.5"
"2024-02-01","16:04:55","5W","104.5","144.4","18.2","2.1","4930","178.1","178.9","1.381","17.5","118.8"
"2024-07-07","11:45:37","6H","86.1","113.1","20.4","13.3","4536","184.2","190.9","1.313","-9.6","94.0"
"2024-10-17","13:51:36","3H","99.3","135.4","21.7","-13.8","4164","196.1","194.6","1.363","-11.7","113.7"
"2024-09-21","14:30:03","3H","88.0","122.6","15.0","6.3","5455","170.0","175.7","1.394","5.4","100.1"
"2024-08-05","09:01:49","5W","101.0","143.4","18.7","2.2","3760","224.2","225.0","1.420","-2.9","167.4"
"2024-04-08","06:52:01","9H","83.6","110.3","17.6","-10.9","5773","170.3","178.3","1.320","-1.2","97.8"
"2024-02-25","17:21:21","LW","67.6","74.6","56.0","-11.2","10355","77.0","74.2","1.104","-3.1","55.6"
"2024-04-22","08:25:47","5H","95.2","127.8","22.3","-4.2","4042","164.1","161.3","1.342","-3.3","85.4"
"2024-09-28","16:50:19","PW","74.3","90.0","44.1","0.7","9408","124.0","124.5","1.212","-12.4","66.1"
"2024-10-02","18:53:48","Driver","101.5","151.0","20.7","9.1","4037","265.0","273.0","1.488","-16.1","183.6"
"2024-09-01","06:39:12","3W","101.1","143.3","19.4","-12.5","3381","202.7","198.7","1.417","15.4","110.0"
"2024-08-15","19:21:35","7H","83.6","110.3","22.4","-10.4","5103","183.3","192.4","1.320","1.0","137.0"
"2024-06-02","10:58:18","SW","72.4","86.9","49.7","-6.7","9842","99.0","102.4","1.199","-17.4","51.7"
"2024-11-16","17:11:18","PW","78.3","94.2","45.3","7.5","8059","143.3","146.7","1.204","-10.9","83.4"
"2024-10-23","11:50:31","7H","85.3","110.9","21.4","-6.6","5014","141.2","137.2","1.300","4.2","93.3"
"2024-06-08","07:57:09","7H","86.5","112.6","19.5","2.3","5687","176.9","186.1","1.302","-10.0","132.0"
"2024-07-16","09:52:42","4H","88.0","118.4","15.4","-1.4","5285","165.0","164.9","1.345","-9.4","111.5"
"2024-12-22","09:23:06","9H","84.5","110.0","23.7","1.3","6023","172.9","177.1","1.303","18.9","89.3"
"2024-11-09","09:59:16","5W","99.9","139.2","13.3","4.8","4009","210.9","216.9","1.394","15.3","132.5"
"2024-12-15","18:30:16","6H","82.7","110.5","18.8","-6.1","4962","146.6","155.8","1.336","9.0","115.9"
"2024-03-21","13:35:37","8H","84.0","111.1","22.2","-0.7","4718","167.7","175.8","1.323","14.6","97.9"
"2024-08-19","06:41:57","Driver","106.1","156.8","12.9","-4.0","3484","245.4","246.8","1.477","3.1","194.7"
"2024-07-27","13:10:36","Driver","115.2","170.0","20.8","-1.8","4432","237.2","234.8","1.475","-10.2","176.5"
"2024-06-08","17:35:40","3W","99.3","137.9","13.6","-0.6","4604","186.5","184.4","1.389","-9.1","110.8"
"2024-01-12","12:45:51","8H","92.2","120.6","17.5","-9.8","6460","174.6","182.8","1.308","-5.9","87.5"
"2024-06-12","06:42:56","LW","69.5","77.1","51.9","-0.4","10861","81.3","77.6","1.110","-0.8","58.9"
"2024-03-14","14:12:19","4H","92.7","124.3","15.7","9.9","3884","152.8","152.5","1.340","-14.9","97.2"
"2024-06-22","08:00:19","GW","68.8","81.9","52.7","-8.7","9328","112.9","119.5","1.191","-3.6","74.7"
"2024-03-17","17:26:49","9H","94.1","122.5","18.4","10.7","4915","135.8","145.7","1.302","9.7","85.3"
"2024-02-18","16:56:45","3H","92.7","126.9","18.4","0.1","5481","186.0","184.4","1.369","3.6","133.4"
"2024-06-12","19:04:07","PW","80.9","98.8","46.5","-12.8","8596","124.4","123.6","1.221","-11.7","70.6"
"2024-07-28","08:45:20","4H","93.5","126.4","16.0","-6.4","4418","170.1","172.8","1.352","-18.5","111.3"
"2024-09-06","19:13:57","PW","77.4","95.1","43.9","-13.4","8440","141.8","147.4","1.228","-7.1","111.6"
"2024-04-17","17:51:19","LW","68.9","76.6","56.4","5.2","9881","79.0","84.7","1.112","3.0","40.8"
"2024-01-23","09:44:20","4H","88.8","119.6","17.2","-5.0","4613","153.7","154.5","1.347","1.5","111.5"
"2024-12-24","19:23:35","9H","88.2","115.0","16.9","-13.8","6466","160.6","158.6","1.304","-10.1","110.7"
"2024-12-08","19:56:21","5H","91.7","124.5","17.9","14.4","5236","177.0","175.4","1.357","7.2","125.4"
"2024-03-21","09:08:25","4H","93.7","124.6","18.5","13.9","5218","173.5","183.4","1.330","15.7","101.1"
"2024-05-22","09:25:29","4H","93.5","124.0","21.1","7.8","4768","160.3","160.6","1.327","10.9","85.9"
"2024-11-13","09:03:58","5H","92.8","123.0","21.5","3.4","4852","161.1","161.1","1.326","18.7","128.4"
"2024-10-24","17:59:54","2H","88.7","120.4","19.1","7.1","4034","185.5","195.3","1.357","-14.1","108.4"
"2024-12-15","14:58:05","9H","84.5","111.6","21.5","-0.2","6251","150.5","152.6","1.322","12.9","113.3"
"2024-02-26","18:45:07","5H","95.9","127.9","21.4","2.5","4142","152.2","156.3","1.334","18.5","119.1"
"2024-12-24","13:12:14","LW","62.6","70.3","50.3","-12.7","10311","71.6","70.1","1.122","12.0","53.9"
"2024-12-08","06:19:18","6H","92.5","122.9","18.2","14.4","6369","150.6","158.5","1.329","2.3","113.1"
"2024-11-17","06:49:55","2H","88.1","122.5","19.8","-3.4","3994","179.8","180.6","1.391","6.0","102.3"
"2024-04-06","14:02:12","2H","99.3","137.7","16.6","3.3","4411","198.0","203.0","1.386","-17.2","129.4"
"2024-04-26","15:19:00","LW","69.4","77.9","57.5","2.3","9589","82.1","84.2","1.121","13.6","43.7"
"2024-02-04","12:57:07","5H","89.8","122.0","16.1","-2.0","4428","154.0","156.0","1.359","18.2","84.3"
"2024-10-11","18:10:00","5H","93.5","123.8","17.2","6.7","4807","182.6","184.3","1.324","19.9","145.4"
"2024-07-07","15:27:06","PW","79.7","96.3","46.6","-8.9","9894","117.2","122.7","1.208","0.5","69.5"
"2024-01-19","15:36:38","8H","84.7","113.0","20.4","-13.5","4520","164.5","168.7","1.335","7.0","124.3"
"2024-02-07","06:52:44","GW","70.9","81.8","52.5","12.2","9587","113.1","117.0","1.153","-11.6","70.2"
"2024-12-03","06:28:35","9H","91.4","120.9","21.0","-13.2","5840","166.3","171.4","1.323","-10.3","103.9"
"2024-11-20","10:09:39","LW","65.1","73.5","52.5","-5.8","10664","87.6","92.5","1.128","14.8","65.7"
"2024-10-04","15:12:43","Driver","109.4","163.0","19.4","-7.6","3214","272.5","269.3","1.490","13.2","204.2"
"2024-04-04","17:56:40","3W","93.7","132.2","17.7","-7.8","4095","195.7","198.0","1.411","-16.5","102.3"
"2024-07-27","11:28:16","Driver","115.4","168.7","18.4","3.2","4116","278.4","287.1","1.462","-6.6","159.1"
"2024-07-05","18:12:39","8H","85.5","112.4","23.9","8.6","4737","175.5","181.4","1.314","1.4","90.1"
"2024-04-12","13:58:08","5W","101.9","142.0","15.5","-12.3","3845","194.9","193.7","1.393","-12.6","121.8"
"2024-07-02","16:49:50","3W","103.1","144.1","19.6","8.9","4617","209.2","214.8","1.398","10.8","166.8"
"2024-07-10","17:21:40","3H","100.7","137.4","21.5","3.7","4339","164.6","166.4","1.365","-16.3","128.5"
"2024-10-25","18:37:33","SW","69.4","80.4","46.4","-1.2","8837","94.4","94.1","1.159","-10.6","51.2"
"2024-10-25","07:05:03","GW","72.3","83.6","50.3","-1.3","10476","105.2","103.8","1.157","1.9","72.8"
"2024-05-11","15:18:32","3H","97.9","136.0","20.0","-0.2","4176","189.6","193.0","1.389","3.3","105.8"
"2024-02-03","09:01:04","7H","89.4","117.4","17.8","-14.9","5497","165.4","165.3","1.313","-11.7","120.1"
"2024-02-14","08:07:01","2H","88.8","120.1","16.3","-8.5","4017","185.1","191.5","1.353","13.8","113.9"
"2024-11-02","14:36:03","6H","90.5","119.9","22.4","5.5","5150","164.5","162.7","1.325","7.1","92.8"
"2024-07-25","16:15:35","5W","102.3","141.9","15.0","6.0","4849","200.9","210.1","1.387","12.7","128.5"
"2024-06-25","10:50:41","9H","83.0","110.3","17.5","11.6","5918","140.7","145.7","1.329","-19.1","75.5"
"2024-06-17","06:27:40","Driver","101.9","150.7","13.2","-14.8","2967","257.1","256.7","1.479","1.9","137.4"
"2024-10-17","10:35:38","5H","94.2","127.3","17.7","7.4","5001","181.5","185.0","1.351","-13.2","119.7"
"2024-08-27","17:41:28","2H","90.5","126.3","20.7","7.6","3592","188.0","193.8","1.396","14.9","134.2"
"2024-07-07","06:56:56","2H","97.6","135.4","20.3","11.2","4125","197.8","198.3","1.387","-1.5","123.9"
"2024-08-28","13:22:54","GW","71.5","84.9","49.0","-7.6","9290","107.3","113.2","1.187","18.5","84.2"
"2024-04-17","19:04:36","Driver","100.4","146.8","11.8","9.3","3349","293.0","290.8","1.462","14.7","161.4"
"2024-03-23","06:47:27","PW","80.5","97.7","46.6","6.5","8873","128.6","134.3","1.213","-7.6","65.5"
"2024-12-17","06:12:10","2H","94.0","131.5","14.5","14.7","3850","184.4","189.7","1.399","7.5","140.4"
"2024-07-02","11:53:58","9H","87.6","117.1","18.3","-13.2","5294","159.0","158.0","1.337","13.9","108.5"
"2024-04-13","14:32:35","8H","85.8","114.8","18.9","0.2","4540","137.3","146.5","1.338","-19.9","95.6"
"2024-09-25","18:15:29","GW","71.7","83.4","51.6","-11.0","8606","105.7","109.1","1.163","-2.3","53.4"
"2024-12-10","06:39:01","8H","94.2","124.0","19.3","-1.4","5262","135.4","131.7","1.317","-0.8","74.6"
"2024-06-04","19:27:37","5H","93.3","123.2","20.1","8.3","5281","164.8","169.4","1.320","9.3","129.9"
"2024-09-16","07:10:46","GW","74.3","88.1","46.7","-14.4","9665","93.9","103.4","1.186","16.7","58.9"
"2024-09-19","08:24:54","2H","90.3","125.4","19.5","14.1","4882","195.5","202.9","1.389","15.8","123.2"
"2024-12-04","18:44:20","8H","84.6","110.5","16.8","13.7","5191","167.4","175.3","1.306","-6.6","107.0"
"2024-12-01","10:01:35","5W","97.0","137.5","13.7","10.0","4126","229.2","228.5","1.418","6.6","142.2"
"2024-11-07","16:11:07","5W","101.6","141.2","18.5","9.4","3221","204.8","211.9","1.390","9.4","135.4"
"2024-04-07","09:21:00","GW","76.3","87.8","51.3","9.0","9842","100.1","100.3","1.151","-5.9","79.2"
"2024-05-14","16:49:23","4H","88.5","117.0","22.6","2.5","4728","155.1","152.2","1.322","-19.5","82.8"
"2024-12-21","09:11:21","LW","66.3","74.7","54.0","-2.2","10356","73.6","76.4","1.127","14.9","43.2"
"2024-03-24","07:42:24","9H","93.9","122.4","21.9","-13.9","5203","161.9","168.2","1.304","17.5","81.6"
"2024-06-06","16:16:38","PW","80.8","99.8","45.2","0.6","7917","130.9","131.2","1.235","15.8","86.5"
"2024-05-13","15:54:29","3W","97.6","136.7","16.7","-4.9","3197","240.8","246.1","1.401","14.7","129.4"
"2024-10-19","13:16:33","8H","86.0","113.3","20.4","5.3","5262","153.8","156.1","1.317","16.9","84.6"
"2024-02-18","07:46:27","3H","93.5","130.6","20.2","-8.2","4101","165.0","163.5","1.396","0.7","84.0"
"2024-11-04","14:33:31","5W","94.3","133.2","18.4","10.1","3515","206.7","203.6","1.413","-1.0","130.1"
"2024-08-18","12:15:36","Driver","104.2","154.9","20.0","6.3","4042","263.8","265.0","1.487","14.1","184.6"
"2024-09-02","09:09:45","SW","71.8","85.6","53.7","-0.3","9564","97.7","103.3","1.192","-16.3","58.9"
"2024-10-14","08:45:54","9H","90.9","119.5","19.7","13.5","6143","169.0","175.1","1.315","15.2","113.8"
"2024-03-05","11:58:54","6H","87.7","117.5","21.5","3.8","5648","127.8","124.6","1.340","-9.0","92.3"
"2024-08-28","15:20:09","7H","92.0","120.7","19.1","-8.2","4515","144.1","140.2","1.312","-13.1","108.7"
"2024-12-06","14:08:56","8H","85.6","112.7","16.1","-5.0","5955","172.0","172.0","1.317","17.5","87.9"
"2024-03-13","06:33:09","3H","96.4","130.6","20.9","7.6","4681","183.0","178.0","1.356","7.2","134.7"
"2024-11-04","17:51:42","LW","67.2","74.2","57.3","-9.4","10310","78.4","87.5","1.103","4.4","60.0"
"2024-07-21","17:18:34","9H","86.9","114.6","16.9","-5.1","5002","152.5","155.1","1.318","-5.6","92.9"
"2024-07-12","19:08:33","GW","74.8","86.7","51.0","11.5","8896","109.9","118.8","1.160","10.1","76.3"
"2024-04-11","06:29:59","LW","63.0","71.5","54.0","1.9","10379","83.2","87.6","1.135","18.4","60.2"
"2024-03-07","06:34:32","Driver","107.1","156.9","19.2","11.8","2001","247.8","247.6","1.465","-11.0","167.4"
"2024-06-12","06:00:33","2H","87.8","121.3","21.1","9.8","3609","172.5","167.6","1.383","-17.0","87.4"
"2024-02-15","06:36:04","GW","68.6","81.6","49.3","-2.8","9482","105.2","110.0","1.189","8.7","62.5"
"2024-01-18","12:31:05","6H","95.5","124.9","21.0","3.3","5904","165.6","164.5","1.307","11.4","102.9"
"2024-02-24","12:43:45","6H","94.9","123.9","16.5","8.3","5738","172.7","174.4","1.305","14.7","88.8"
"2024-05-01","17:19:32","9H","89.9","118.2","18.4","-10.2","4585","158.4","161.1","1.315","1.2","88.4"
"2024-06-23","06:41:53","2H","90.4","124.4","21.5","-3.4","3510","196.0","191.6","1.377","-3.2","116.6"
"2024-02-17","10:26:51","3H","100.7","137.4","20.2","11.1","3626","209.3","204.5","1.365","-6.4","111.3"
"2024-11-04","12:02:07","4H","92.9","125.8","17.6","3.8","5131","167.3","162.8","1.353","10.1","122.0"
"2024-05-16","11:16:11","SW","72.3","83.4","53.5","12.6","9408","101.4","104.2","1.153","15.5","59.0"
"2024-03-21","08:06:08","2H","87.9","120.5","20.6","-6.7","5471","168.6","175.3","1.371","11.4","134.4"
"2024-06-22","07:52:10","2H","94.6","131.7","20.9","10.8","3690","173.8","175.1","1.392","-9.6","88.6"
"2024-03-15","14:35:43","3W","92.2","130.5","21.7","-13.1","3907","221.8","218.1","1.415","-15.6","115.1"
"2024-11-14","12:16:17","4H","95.6","127.7","16.2","4.7","4620","178.2","179.5","1.336","-10.9","115.7"
"2024-03-11","19:13:38","GW","76.0","87.5","53.6","-11.1","9689","105.8","107.4","1.152","5.4","61.9"
"2024-06-13","07:50:02","PW","77.9","94.9","44.6","-2.7","8299","118.2","126.2","1.217","-4.4","83.7"
"2024-02-24","14:41:14","5W","90.3","126.8","16.0","-14.7","4202","205.5","213.4","1.405","-12.1","154.3"
"2024-12-13","08:31:04","5H","86.2","116.8","17.0","-10.8","5581","163.6","158.7","1.356","17.4","92.1"
"2024-02-12","11:30:11","3W","92.4","129.9","17.5","4.4","4819","239.0","236.3","1.405","-1.0","149.5"
"2024-09-14","11:13:35","PW","81.4","99.0","41.0","2.3","7674","138.8","145.4","1.216","-9.1","71.7"
"2024-06-22","08:30:59","3W","100.0","139.1","14.9","10.1","4664","182.4","177.9","1.391","-15.7","110.3"
"2024-10-21","07:21:11","3W","90.2","126.8","20.6","1.6","4563","219.6","223.2","1.405","-11.7","171.3"
"2024-11-05","18:16:31","3H","98.5","134.4","16.9","8.2","4574","201.3","203.4","1.365","0.2","146.4"
"2024-02-16","15:05:10","SW","73.0","86.6","50.7","-12.8","10305","87.0","85.9","1.187","-2.9","52.4"
"2024-01-27","19:29:24","2H","95.6","132.5","19.6","-11.5","4096","173.3","181.0","1.385","15.2","99.7"
"2024-11-08","13:19:22","2H","92.2","126.6","16.4","2.2","4357","205.8","214.5","1.374","-18.6","126.6"
"2024-09-13","09:45:31","3H","93.5","130.1","18.8","13.2","4670","173.1","168.8","1.391","-18.3","101.8"
"2024-01-21","09:36:11","4H","89.2","120.9","15.2","-8.8","5373","155.8","163.4","1.356","8.6","85.7"
"2024-10-12","06:58:50","3H","91.3","123.4","20.6","2.9","3760","179.6","179.7","1.351","8.2","105.3"
"2024-11-04","12:31:39","SW","72.1","85.7","46.9","-14.3","9016","102.0","107.3","1.189","19.3","57.0"
"2024-05-01","14:51:09","9H","89.1","118.4","17.2","-12.3","5614","151.1","152.4","1.328","12.1","88.2"
"2024-12-11","18:40:44","3H","97.2","135.4","14.4","-7.1","4909","176.7","181.8","1.393","-12.5","119.6"
"2024-01-13","15:59:00","Driver","109.4","162.2","19.7","12.3","2831","279.0","281.7","1.483","16.9","193.5"
"2024-03-16","17:19:01","GW","71.4","83.8","46.3","-5.9","10363","87.7","84.2","1.174","19.6","59.1"
"2024-05-10","13:30:48","7H","92.9","123.5","16.5","-3.3","5724","142.6","139.3","1.329","11.8","88.1"
"2024-12-15","15:56:11","Driver","105.9","154.0","19.4","-0.9","4041","276.8","277.9","1.454","1.5","170.5"
"2024-06-22","15:07:43","3H","94.4","129.3","14.9","-11.1","3856","178.0","180.7","1.370","12.9","141.9"
"2024-12-02","16:26:06","7H","90.9","118.9","20.0","6.9","5123","167.7","175.5","1.308","-20.0","111.2"
"2024-08-14","16:35:26","SW","69.2","82.5","54.3","0.8","8731","101.2","107.5","1.193","-2.3","79.2"
"2024-11-07","11:13:20","5W","93.5","130.1","21.6","-10.3","4757","190.5","199.8","1.391","-6.7","102.5"
"2024-07-03","18:11:50","5H","94.0","127.4","21.1","2.9","4863","145.5","146.3","1.356","10.9","104.8"
"2024-07-22","16:32:53","7H","90.3","120.4","21.4","-6.3","5735","169.4","164.8","1.333","-13.4","114.4"
"2024-09-22","06:47:13","PW","78.5","95.0","47.5","-12.2","8562","122.7","118.4","1.211","-0.2","86.7"
"2024-09-12","17:52:40","5W","96.0","137.2","14.8","7.0","4895","224.5","229.3","1.429","1.5","138.8"
"2024-04-07","08:07:20","6H","92.7","120.8","18.9","5.1","5747","143.8","148.4","1.304","3.5","111.5"
"2024-09-18","15:39:01","7H","87.8","116.5","22.1","-10.1","5763","153.7","148.7","1.327","4.3","105.5"
"2024-11-28","09:47:56","3W","96.4","137.8","16.3","10.2","3067","210.4","217.6","1.429","18.1","117.6"
"2024-01-23","16:56:32","GW","70.4","84.1","46.4","-0.6","10013","109.1","106.7","1.194","16.7","86.2"
"2024-05-20","13:33:41","LW","68.4","77.1","52.6","-1.7","10806","77.2","85.9","1.127","-12.2","39.0"
"2024-08-23","12:26:00","Driver","112.3","168.0","15.7","0.6","2065","251.5","260.5","1.497","-18.7","167.4"
"2024-10-06","17:35:01","PW","83.0","101.7","45.0","-0.2","8039","124.4","128.3","1.225","-15.6","70.3"
"2024-06-27","08:35:31","6H","86.1","112.2","20.0","14.0","5554","149.6","158.3","1.304","19.3","95.6"
"2024-09-25","14:28:16","5H","96.2","129.7","19.7","-5.5","4199","174.8","174.1","1.348","-6.3","113.5"
"2024-08-27","18:08:57","LW","62.1","70.5","57.3","2.5","9702","68.8","72.2","1.136","-5.5","50.2"
"2024-10-20","08:43:56","SW","69.3","82.3","46.9","-14.5","9118","96.4","96.0","1.187","-4.7","65.0"
"2024-10-25","12:05:26","LW","68.8","76.2","53.7","6.9","9800","89.1","93.7","1.108","19.5","47.8"
"2024-09-16","12:50:16","6H","88.9","116.5","17.8","-9.4","6186","162.4","167.1","1.311","19.5","96.7"
"2024-02-26","14:17:30","SW","72.5","84.7","52.4","12.9","8952","96.3","98.7","1.168","-16.4","71.4"
"2024-10-13","08:28:29","3H","96.9","132.3","16.0","-1.7","5167","184.6","185.6","1.366","13.6","133.7"
"2024-08-06","19:34:52","8H","95.5","124.6","18.4","-2.8","6326","161.6","163.9","1.306","4.0","90.0"
"2024-01-19","12:45:47","GW","69.7","80.9","53.4","-2.5","9724","106.8","106.3","1.161","3.9","77.0"
"2024-09-05","15:34:06","LW","65.6","73.4","55.0","-1.4","9959","84.7","92.5","1.119","-11.4","62.5"
"2024-11-19","16:28:59","Driver","104.7","154.6","14.7","9.4","3903","274.7","278.8","1.476","15.4","207.3"
"2024-02-27","08:49:35","9H","95.0","123.8","18.4","8.6","5582","141.5","140.0","1.304","-6.6","81.3"
"2024-02-19","12:22:47","Driver","101.9","152.0","12.3","4.5","2983","252.9","259.1","1.492","16.1","162.2"
"2024-08-03","06:01:24","3H","98.8","134.8","21.1","6.6","3627","161.9","161.4","1.364","12.1","114.9"
"2024-11-02","15:35:35","7H","85.5","114.3","19.8","-5.3","4728","138.6","139.6","1.337","-15.8","107.5"
"2024-02-28","07:58:28","5H","87.5","117.6","21.4","14.4","3899","167.5","169.3","1.344","9.9","84.7"
"2024-12-08","18:23:17","5W","90.3","126.6","16.4","-2.8","4724","212.7","210.5","1.402","5.6","154.2"
"2024-03-06","14:07:29","PW","84.7","101.7","44.5","-7.4","9305","130.6","134.1","1.201","-16.4","74.6"
"2024-02-28","08:53:32","SW","72.1","82.9","46.1","3.3","9039","95.0","93.1","1.151","15.0","73.6"
"2024-09-13","11:04:31","3W","103.2","143.6","18.6","-0.4","4528","225.7","234.2","1.392","15.8","146.5"
"2024-08-04","10:48:00","5W","91.2","126.4","12.5","6.9","4651","232.3","240.2","1.387","15.6","181.4"
"2024-05-27","15:09:38","LW","67.0","75.4","54.0","0.3","10711","74.3","82.6","1.126","-16.4","41.9"
"2024-11-24","14:17:11","4H","96.9","128.7","19.7","-4.7","4878","174.2","169.9","1.328","-18.1","93.1"
"2024-01-10","16:44:21","2H","88.5","120.9","21.0","1.9","4092","180.4","189.6","1.366","-13.3","135.3"
"2024-03-20","14:13:32","5W","94.8","134.1","13.6","14.9","4662","208.7","210.8","1.414","3.9","110.8"
"2024-11-22","09:37:55","4H","87.2","115.2","17.6","-5.8","4552","172.2","180.3","1.322","-15.7","103.5"
"2024-10-05","08:28:42","4H","85.6","115.8","16.6","14.5","3840","177.3","184.5","1.352","-15.0","94.5"
"2024-05-22","11:57:35","3W","102.3","142.2","13.3","-6.0","3982","203.9","209.4","1.391","-0.1","105.3"
"2024-02-17","14:14:42","3W","93.6","131.2","18.3","8.9","4050","213.1","219.7","1.401","-15.6","161.7"
"2024-10-14","19:07:05","8H","83.7","110.7","19.6","-0.9","5444","174.8","171.0","1.323","8.0","132.1"
